response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,18-24,Primary school,Single,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.4024,Negative,access_cost,Nothing,Affordable charges,Nothing,Do not know,Do not know,No charges at all,,,,,
238.0,CLM Feedback,Facility service experience,2023-03-29,2023-03,Homa Bay,,LARCOD,Nyarut Health Centre,GOK,Female,65+,Nursery/Pre-school,Widowed,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.9024,Positive,"wait_time, food_transport_support",None,No much delay,None,None,Relief food and free medical cover,None,I do appeal of we can be supported with relief food at the facility especially during clinic days thank you.,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Male,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.0258,Mixed / Neutral,"staff_attitude, food_transport_support, equipment_space",No comment,Free and available services,No comment,Connect and collaborate with other service providers,Fix wait time problems at the facility,No comment,Food support,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,No,-0.2732,Negative,"staff_attitude, equipment_space, access_cost",Affordable costs,Affordable charges,Affordable costs,Trained dentist should be available in the clinic,Employment of more staffs,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Drop In Centre Malindi _ICRH,DICE,Female,45-54,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,No,Yes,Yes,0.5086,Positive,"wait_time, medicines_supplies, access_cost",No comments,The services good and faster,No comments,No comments,To be give drugs for six months,The services are good and facility is accessible,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Makueni,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,No,0.2057,Positive,,Do not know,No charges,,Do not know,Nothing,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.0,Mixed / Neutral,access_cost,Nothing,Affordable,Nothing,Do not know,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Polygamous,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Other,0.6012,Positive,"equipment_space, access_cost",Nothing,Cost effective,Nothing,Do not know,All equipment should be available in the facility,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Male,55-64,Never attended school,Polygamous,Unknown,Satisfied,No,Yes,Yes,No,Yes,No,0.8877,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support",None,Viral load done after long time.,None,"Frequency in viral load,for the sake of care and treatment",None,likes- professionalism of staff Dislikes-neglected care and treatment,Thankful for ART support,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,18-24,Nursery/Pre-school,Polygamous,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.0,Mixed / Neutral,access_cost,Do not know,Affordable rates,,Do not know,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Primary school,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, access_cost",Nothing,Affordable charge,Nothing,Do not know,Sensitisation of providers,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Asumbi Mission Hospital,FBO,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,No,No,Yes,-0.4939,Negative,"medicines_supplies, equipment_space",None,Received ART medicine,None,Compliance to clients' request for transfer,None,Likes-availability of ART,Facility shoukd take clients grievances seriously,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,Yes,Not sure,Yes,Yes,Yes,Yes,0.2057,Positive,,Nothing,No charges,Nothing,Do not know,Do not know,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Male,45-54,Primary school,Widowed,Unknown,Very satisfied,Yes,Not sure,Yes,Yes,Yes,No,0.5106,Positive,,Nothing,It was free of charge,Nothing,Do not know,Outreaches,Do not know,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.3493,Positive,staff_attitude,No comments,Staffs are friendly,No comments,No comments,No comments,Satisfied,Capital to start a business,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,,Suba Sub County Hospital,GOK,Female,25-34,Nursery/Pre-school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Other,0.0,Mixed / Neutral,access_cost,Nothing,It was not expensive,Nothing,Nothing,Do not know,Do not know,,,,,
212.0,Mental health survey,Mental health and community support,2023-04-03 10:30:01,2023-04,Uasin Gishu,Kesses,,Unknown,Unknown,Female,31 to 55,Unknown,Unknown,Peer Monitor/ Educator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-0.5719,Negative,"access_cost, counseling_mental_health",Depression due to high cost of living,,,,,,,Depression due to high cost of living,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,25-34,Primary school,Single,Unknown,Very satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.2732,Negative,"staff_attitude, access_cost",Nothing,Affordable charges,Nothing,Do not know,Sensitisation of providers,Do not know,,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Yala Dispensary,GOK,Female,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.933,Positive,"staff_attitude, medicines_supplies, access_cost, counseling_mental_health",N A,Got drugs,N A,Have more counselling sessions,Accessible so far,"Likes: good services, clean environment, friendly staffs",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,18-24,Primary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.1139,Mixed / Neutral,"staff_attitude, food_transport_support",No comments,Staffs are supportive,No comments,No comments,No comments,Satisfied,Capital to start a business,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,-0.2584,Negative,,Nothing,There was less expenses,Nothing,Nothing,Do not know,Medical care is not charged,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Drop In Centre Malindi _ICRH,DICE,Unknown,18-24,Secondary school,Single,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.3769,Positive,"staff_attitude, confidentiality_stigma, counseling_mental_health",No comments,The counselling services at the facility,No comments,No comments,No comments,"The counselling services ,privacy at the facility and staff are friendly",No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Kendu Sub-District Hospital,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.6705,Positive,"medicines_supplies, food_transport_support, equipment_space",Nothing,Satisfied with the services,Nothing,More medicine and laboratory medicine,More clinician's needed,How they handle clients,Financial support if any.,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Yala Dispensary,Private,Female,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.9284,Positive,"staff_attitude, medicines_supplies",N A,Blood test (viral load test),N A,So far services are good,Have more staffs,"Likes: services are good, good teachings",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,No,No,0.0,Mixed / Neutral,access_cost,Nothing,It was affordable,Nothing,Do not know,Nothing,Do not know,Nothing,,,,
212.0,Mental health survey,Mental health and community support,2023-04-03 10:17:36,2023-04,Nyamira,46,,Unknown,Unknown,Male,31 to 55,Unknown,Unknown,Key Population,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
212.0,Mental health survey,Mental health and community support,2023-04-03 10:17:08,2023-04,Nyamira,46,,Unknown,Unknown,Male,31 to 55,Unknown,Unknown,Key Population,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,-0.2263,Negative,"wait_time, medicines_supplies, equipment_space, confidentiality_stigma",Long queing,Free and available services,Long queing,"Give longer ART medicine, protecting patient confidentiality",Add workforce at the facility,"Process is slow, delay in viral load result",Unemployment,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6969,Positive,"staff_attitude, medicines_supplies, food_transport_support",No comments,Staffs are supportive,No comments,Additional of more ART drugs,Additional of more ART drugs,Satisfied,Support on children school fees,,,,
212.0,Mental health survey,Mental health and community support,2023-04-03 10:16:31,2023-04,Nyamira,46,,Unknown,Unknown,Female,18 to 30,Unknown,Unknown,Paralegal/Human Rights Activist,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Mixed / Neutral,,,,,,,,,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Secondary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.0154,Mixed / Neutral,access_cost,The delivery of the service took longer,No expensive charges,The delivery of the service took longer,Nothing,None,No charges at all,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Yala Dispensary,Private,Female,18-24,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8604,Positive,staff_attitude,N A,Services are good,N A,Not sure,Have different serving points,"Likes: good services,Friendly staffs",Thanks for the follow up,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,18-24,Vocational training or technician,Married,Unknown,Satisfied,Yes,Yes,Yes,No,Yes,No,0.4549,Positive,"staff_attitude, access_cost",Nothing,Affordable cost,Nothing,Do not know,Employment of more providers,Yes,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Suba Sub County Hospital,GOK,Female,35-44,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.3813,Positive,"staff_attitude, access_cost",Nothing,Friendly and affordable,Nothing,Do not know,Do not know,No charges,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,25-34,Nursery/Pre-school,Separated,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4843,Positive,"staff_attitude, food_transport_support, access_cost",No comments,Staffs are supportive,No comments,No comments,No comments,Satisfied,Support on food and transport,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Makueni,,WOFAK,Kasikeu Health Centre,GOK,Male,45-54,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.9118,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",Limited nutritional supplements,Friendly staff and good services,Limited nutritional supplements,Increase plumpy nuts and fortified flour,Support clients with food and transport allowance,Comprehensive care and support to PLHIVs,No additional information,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Yala Dispensary,Private,Male,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.952,Positive,"staff_attitude, wait_time, access_cost",EMR is hanging making it hard to access quick service,Services are good,EMR is hanging making it hard to access quick service,Work on Wifi or internate to mitigate deleyance,Accessible so far,"Likes: good services, care given, friendly staffs",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Kasewe Dispensary,GOK,Female,25-34,Secondary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.7003,Positive,"staff_attitude, wait_time, equipment_space",None,Good,None,To build more rooms to accomodate more patients,To employ more staffs,Fast and good,To arrange more seminars fo the clients,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Female,45-54,Never attended school,Widowed,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.4102,Positive,"medicines_supplies, confidentiality_stigma",Long queing,ART medicine improving patient's health,Long queing,"Give longer ART medicine, protecting patient confidentiality",No comment,No comment,"Poor health literacy, lack of drinking water at the facility",,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Makueni,,WOFAK,Kasikeu Health Centre,GOK,Female,45-54,Primary school,Polygamous,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8834,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",Limited nutritional supplements,Friendly staff and good services,Limited nutritional supplements,Supply plumpy nuts and fortified flour,Support clients with food and transport allowance,Comprehensive care and support to PLHIVs,No additional information,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Makueni,,WOFAK,Kasikeu Health Centre,GOK,Female,45-54,Nursery/Pre-school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8834,Positive,"staff_attitude, medicines_supplies, food_transport_support, access_cost",Limited nutritional supplements,Friendly staff and good services,Limited nutritional supplements,Supply plumpy nuts and fortified flour,Support clients with food and transport allowance,Comprehensive care and support to PLHIVs,No additional information,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Yala Dispensary,Private,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8948,Positive,"staff_attitude, wait_time, medicines_supplies",N A,I got drugs,N A,Give injection and not drugs,Have more serving points,"Likes: good services, considerate staffs, quick services",Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Homa Bay,,LARCOD,Kobuya Dispensary,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5258,Positive,"staff_attitude, wait_time",None,Understanding staff,None,Currently None,Nothing for now,"Quick attention, Good teachings and Welcoming staff",Nothing. Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-04-03,2023-04,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Male,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,0.3612,Positive,"wait_time, medicines_supplies, food_transport_support, equipment_space",Delay in VL results,Free and available services,Delay in VL results,Give longer ART medicine,Renovation and installation of modern technology at the facility,"No comment, process is slow",Food support,,,,
